customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,predicted_churn
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0.292504000030638
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0.122333006926518
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0.213620417494886
15690673,656,France,Female,39,6,0,2,1,0,141069.88,0,0.219222912340271
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.364445986317174
15779659,625,France,Female,28,3,0,1,0,0,183646.41,0,0.135026262398916
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,0.273908007006061
15671137,549,France,Female,52,1,0,1,0,1,8636.05,1,0.238447422559784
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,0.679418961268392
15575492,828,France,Female,41,7,0,2,1,0,171378.77,0,0.229630792908561
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.0687800835353212
15740404,758,France,Female,34,3,0,2,1,1,124226.16,0,0.0600572877615088
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0.151548441264227
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0.066625415313149
15642004,686,France,Male,25,1,0,2,0,1,16459.37,0,0.0211610052364094
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,0.131292252722622
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,0.412670463804275
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0.183811947879385
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,0.0971915119470214
15594408,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0.546539025808746
15640905,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,0.105733325924536
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0.423892600181276
15724944,663,France,Male,34,7,0,2,1,1,180427.24,0,0.0373854057013376
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0.170500634138485
15713483,793,Spain,Male,52,2,0,1,1,0,159123.82,1,0.322721765773243
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0.162872781400453
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,0.0406267195565345
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0.16513500228596
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0.172362190123562
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0.240047847125425
15794413,416,France,Male,32,0,0,2,0,1,878.87,0,0.0400458986409952
15650237,754,Spain,Female,32,7,0,2,1,0,89520.75,0,0.137071346284832
15759618,535,France,Female,48,9,0,1,1,0,149892.79,1,0.37855199950174
15811589,716,Spain,Male,42,8,0,2,1,0,180800.42,0,0.163853178312161
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0.200165368315956
15709368,614,France,Female,43,6,0,2,1,1,109041.53,0,0.114320819875469
15679145,706,Spain,Male,57,7,0,1,1,0,17941.16,1,0.387156528467155
15655007,758,France,Female,33,7,0,2,0,0,82996.47,0,0.146333410082417
15623595,586,Spain,Female,28,2,0,2,1,1,92067.35,0,0.047154013129102
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0.632979269945511
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0.388036369024933
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0.0390707616981028
15641122,684,France,Male,30,2,0,2,1,0,83473.82,0,0.0814632769920862
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0.436892093170597
15680772,721,Spain,Female,36,2,0,2,1,1,106977.8,0,0.0743306646746611
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,0.11996311612271
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0.0850542660144504
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,0.225440384873566
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0.338807209201548
15574692,667,Spain,Female,39,2,0,2,1,0,40721.24,1,0.232086671993408
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0.118794996705327
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0.202776088415546
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,0.170479464674812
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,0.44514973937878
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,0.140798547721215
15625524,512,France,Male,40,5,0,2,1,1,146457.83,0,0.0647810248454648
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0.107004056624567
15645248,510,France,Female,30,0,0,2,1,1,130553.47,0,0.0573210861603393
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0.342163123947506
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0.135076855945216
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,0.755799892357695
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0.170478559745939
15789669,510,France,Male,65,2,0,2,1,1,48071.61,0,0.290446401722364
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0.59884952705153
15810845,636,France,Male,42,2,0,2,1,1,55470.78,0,0.0658821695388074
15719377,804,France,Female,50,4,0,1,1,1,8546.87,1,0.170375362341744
15654506,514,France,Male,32,8,0,2,1,0,95857.18,0,0.0947022266670914
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0.294644532074968
15708710,525,Spain,Female,37,0,0,1,0,1,131521.72,0,0.105726360336327
15726676,616,Spain,Male,30,5,0,2,0,1,196108.51,0,0.0326730446404597
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0.360772566984802
15726931,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,0.262032556929268
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0.230842084899988
15756850,479,France,Male,40,1,0,2,0,0,114996.43,0,0.180602224525096
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0.120622830021754
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0.0887421035027565
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0,0.063000193316813
15635905,616,Spain,Female,32,6,0,2,1,1,43001.46,0,0.0559225705013848
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0.133545153161463
15656176,501,France,Male,57,10,0,2,1,1,47847.19,0,0.173338044251459
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0.14935612550367
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0.0419116156051393
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0.0944810029033605
15600974,516,Spain,Male,50,5,0,1,0,1,146145.93,1,0.147182716539217
15727868,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,0.106888152332687
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0.183044787206066
15773039,550,France,Male,37,3,0,1,1,1,179670.31,0,0.057184348488278
15755262,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,0.350855663750706
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0.06111234765387
15684181,643,France,Male,45,5,0,1,1,0,142513.5,1,0.225494276205426
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0.126967679443772
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0.269942248657424
15624592,603,France,Male,31,8,0,2,1,1,169915.02,0,0.0316360349421106
15573152,620,France,Female,41,9,0,2,0,0,88852.47,0,0.250186035395602
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,0.0832532719295574
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,0.16958741216229
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,0.247099877475816
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0.249477407902751
15786308,730,Spain,Female,33,9,0,2,0,0,176576.62,0,0.150459034246525
15659366,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,0.215302826193397
15774854,592,France,Male,54,8,0,1,1,1,28737.71,1,0.148287457950763
15725311,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,0.0600661098223341
15787155,514,Spain,Male,30,7,0,1,0,1,125010.24,0,0.0355308529250281
15727829,567,France,Male,42,2,0,2,1,1,167984.61,0,0.0738255892442336
15733247,850,France,Male,33,10,0,1,1,0,4861.72,1,0.0828480801803906
15568748,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,0.215251150439804
15699029,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,0.190438395141813
15774393,694,France,Female,30,9,0,2,1,1,26960.31,0,0.0410524232577982
15676895,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,0.193610640498843
15637753,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,0.528927433956814
15605461,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,0.330840221709102
15808473,673,France,Male,72,1,0,2,0,1,111981.19,0,0.400106287538472
15627000,610,France,Male,40,0,0,2,1,0,62232.6,0,0.165111674759369
15787174,512,France,Female,37,1,0,2,0,1,156105.03,0,0.0921559250284048
15723886,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,0.0410572017079039
15704769,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,0.518060982625357
15772896,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,0.357526058617064
15711540,712,France,Female,29,2,0,1,1,1,144375,0,0.0497917823655028
15764866,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,0.516232734137605
15794056,668,France,Female,46,2,0,3,1,0,89048.46,1,0.297598338821071
15795149,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,0.0323239639989514
15812009,662,Spain,Male,38,4,0,2,1,0,136259.65,0,0.13676745496906
15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,0.471338550001502
15813844,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,0.056071966184012
15596175,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,0.580078092701493
15576269,523,Spain,Male,34,7,0,2,1,0,62030.06,0,0.112765080605014
15797219,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,0.298626958428148
15685500,772,Germany,Male,26,7,152400.51,2,1,0,79414,0,0.155739602010251
15599792,545,France,Female,26,1,0,2,1,1,199638.56,0,0.0437380745892057
15657566,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,0.0563325272664046
15772423,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,0.595964597911903
15628112,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,0.395045787721867
15753754,587,Spain,Female,34,1,0,2,1,1,97932.68,0,0.0700638528255695
15793726,681,France,Female,79,0,0,2,0,1,170968.99,0,0.662761950710359
15694717,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,0.137427903398325
15665834,696,Spain,Male,28,8,0,1,0,0,176713.47,0,0.0793386977047359
15765297,766,Spain,Male,41,0,0,2,0,1,34283.23,0,0.0631757186125265
15636684,727,France,Male,34,10,0,2,1,1,198637.34,0,0.0353306975134403
15592979,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.333575199357567
15750803,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,0.0661910792096316
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,0.120652945119104
15713853,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,0.149721821956267
15673481,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,0.426565250244596
15686776,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,0.216249613038907
15673693,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,0.0581907874683618
15700696,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,0.0363883927103195
15813163,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0.250380851079884
15653857,498,France,Male,34,2,0,2,1,1,148528.24,0,0.044995094826416
15777076,651,France,Male,36,7,0,2,1,0,13898.31,0,0.107755644697478
15717398,549,Spain,Female,39,7,0,1,0,0,81259.25,1,0.255607792340022
15799217,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,0.338056323205092
15787071,650,Spain,Male,41,9,0,2,0,1,191599.67,0,0.0633983315271099
15619955,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,0.221935012583143
15796505,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,0.172075878172688
15725166,707,France,Male,30,8,0,2,1,0,33159.37,0,0.0704011394770407
15800116,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,0.0811808007600609
15758685,706,Spain,Female,37,7,0,2,1,1,110899.3,0,0.0732418438727813
15694456,756,France,Male,62,3,0,1,1,1,11199.04,1,0.23453204990963
15767339,777,France,Female,53,10,0,2,1,0,189992.97,0,0.402951314916912
15683562,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0.058561810200243
15782210,714,France,Male,46,1,0,1,1,0,152167.79,1,0.237665257293649
15668893,782,France,Male,39,8,0,2,1,1,33949.67,0,0.0458078364393254
15669169,775,Spain,Male,29,10,0,2,1,1,68143.93,0,0.0232175124692059
15643024,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,0.140971388190461
15699389,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,0.0817784447672755
15708608,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0.0397270346009897
15626144,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0.183697020595455
15573112,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0.116762064473206
15790678,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,0.210461587840226
15727556,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0.0600916719371875
15697307,588,Spain,Male,34,10,0,2,1,0,79078.91,0,0.101772176579981
15652266,703,Germany,Male,42,9,63227,1,0,1,137316.32,0,0.162579574481951
15607098,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0.30205528438136
15655774,583,France,Male,27,7,0,2,1,0,51285.49,0,0.0645824706737203
15590241,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,0.225351497188252
15785819,681,France,Male,38,3,0,2,1,1,112491.96,0,0.0495301628632937
15723654,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,0.0821697227184236
15774510,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,0.0729414444555205
15684173,687,Spain,Female,44,7,0,3,1,0,155853.52,1,0.268835917755397
15650068,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0.31321407044219
15811490,627,France,Male,33,5,0,2,1,1,103737.82,0,0.0347224452646449
15803976,694,France,Female,31,10,0,2,1,0,160990.27,0,0.123309284918112
15682541,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0.270824834487986
15695699,687,France,Male,35,8,0,2,1,0,10334.05,0,0.0991286925692606
15624188,712,France,Female,33,6,0,2,1,1,190686.16,0,0.0585325079937247
15812191,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,0.15042051761632
15636673,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0.0470319304192873
15594898,731,France,Male,43,2,0,1,1,1,170034.95,1,0.0810098806351146
15660211,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0.279839584964148
15773972,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,0.376276874256328
15746726,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0.223331527930364
15712287,652,France,Female,80,4,0,2,1,1,188603.07,0,0.665500633941807
15702919,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0.188535847895036
15674398,642,France,Male,38,3,0,2,0,0,171463.83,0,0.148137768270771
15797960,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0.802868193898648
15631868,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,0.0719824535332965
15581539,474,Spain,Male,37,3,0,2,0,0,57175.32,0,0.153681600888071
15662736,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,0.3876497702354
15666252,706,Spain,Male,42,9,0,2,1,1,28714.34,0,0.0600665969058722
15677512,628,Spain,Female,22,3,0,1,1,0,85426.28,0,0.088918130660218
15626114,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0.084544862325065
15810834,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0.393209469214142
15678910,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,0.067081340810156
15694408,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,0.227792755319285
15585215,763,France,Female,31,4,0,2,0,0,50404.72,0,0.134486814601264
15682757,734,France,Male,30,3,0,2,1,0,107640.25,0,0.0779040469933643
15736601,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,0.163598057014484
15601848,594,France,Male,35,2,0,2,1,0,103480.69,0,0.12142204400947
15736008,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,0.383087039403108
15669064,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0.140167042297491
15624528,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0.0592263903116413
15598493,656,France,Male,50,7,0,2,0,1,72143.44,0,0.113666729896296
15601274,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0.345554641456152
15702669,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0.210090836917869
15728669,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,0.325125851123754
15742668,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,0.258483315993146
15697441,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,0.134572194688185
15740476,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0.169636678073587
